Program_Combo,ID,Count
"A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate, C25120C13 - Business Administration /E-Marketing Certificate, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert",['2986617'],1
"A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate, C25120C24 - Business Administration/Project Management Certificate",['2998425'],1
"A25120M - Business Administration /Marketing, C25120C10 - Business Administration /Business Foundations Certificate, C30100C1 - Graphic Design/Digital Graphic Certificate, C30100C5 - Graphic Design/Digital Illustration Certificate, C30100C6 - Graphic Design/Illustration Basics Certificate",['2868133'],1
"A25120M - Business Administration /Marketing, C25120C11 - Business Administration/Small Business Operations Cert, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",['2952321'],1
"A60160 - Automotive Systems Technology, C60160C7 - Automotive Systems Technology/Maint & Light Repair II Cert, D60160 - Automotive Systems Technology Diploma",['2849532'],1
"A60130 - Collision Repair and Refinishing Technology, C60130C2 - Collision Repair and Refinishing Technology/Estimating Cert, C60130C3 - Collision Repair & Ref/Non-Structural & Refinishing Cert., C60130C4 - Collision Repair and Refinishing Technology/Structural Cert, C60130C5 - Basic Collision Repair & Refinishing Technology Certificate, D60130D1 - Collision Repair and Refinishing Technology Diploma",['2779859'],1
"A25120M - Business Administration /Marketing, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert, C25590C27 - Information Technology/Intro To iOS Devel Using Swift Cert, C25590C3 - Information Technology/Mobile Application Development Cert",['2580582'],1
"A10100 - Associate in Arts, A1030N - Associate in General Education-Nursing, C55170 - Natural Hai Care Certificate",['2802998'],1
"A25120M - Business Administration /Marketing, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",['2871737'],1
"A10100 - Associate in Arts, A10400 - Associate in Science, A10500 - Associate in Engineering",['2942549'],1
"A25120O - Business Administration /Operations Management, A25310C - Medical Office Administration/Med Billing, Coding, and Audit, C25120C15 - Business Administration /Total Quality Management Cert, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25120C23 - Business Administration/Operations Leadership Certificate",['2934624'],1
"A25120O - Business Administration /Operations Management, A25490 - Entrepreneurship, C25120C10 - Business Administration /Business Foundations Certificate, C25120C15 - Business Administration /Total Quality Management Cert, C25120C23 - Business Administration/Operations Leadership Certificate, C25310C3 - Medical Office Administration/Dental Office Spec Certificate",['2918738'],1
"A25120O - Business Administration /Operations Management, A35100 - Air Conditioning, Heating & Refrigeration Technology, C25120C10 - Business Administration /Business Foundations Certificate, C25120C15 - Business Administration /Total Quality Management Cert, C25120C16 - Business Administration /Project Leadership Certificate, C25120C23 - Business Administration/Operations Leadership Certificate, C35100 - Basic A/C, Heating & Refrigeration",['3012283'],1
"A25120O - Business Administration /Operations Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C15 - Business Administration /Total Quality Management Cert, C25120C23 - Business Administration/Operations Leadership Certificate",['2987787'],1
"A25120O - Business Administration /Operations Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",['2771088'],1
"A10100 - Associate in Arts, A10400E - Associate in Science/Engineering, C25590C33 - Information Technology/Computer Science Transfer Certificate",['2942552'],1
"A25120O - Business Administration /Operations Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C15 - Business Administration /Total Quality Management Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C23 - Business Administration/Operations Leadership Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",['2712328'],1
"A10100 - Associate in Arts, A10800 - Associate in Fine Arts in Theatre",['2990766'],1
"A10100 - Associate in Arts, A15240 - Horticulture Technology, C15240C1 - Horticulture Technology/Basic Landscape Maint Certificate",['2819940'],1
"A25120O - Business Administration /Operations Management, C25120C15 - Business Administration /Total Quality Management Cert, C25120C16 - Business Administration /Project Leadership Certificate, C25120C23 - Business Administration/Operations Leadership Certificate",['2748262'],1
"A10100 - Associate in Arts, A25110 - Hospitality Management, C25110C2 - Hospitality Management/Event Planning Certificate, C25110C3 - Hospitality Management/Hotel & Lodging Mgt Certificate, C25110C4 - Hospitality Management/Restaurant Management Certificate",['2940468'],1
"A25120O - Business Administration /Operations Management, C25120C15 - Business Administration /Total Quality Management Cert, C25120C23 - Business Administration/Operations Leadership Certificate, C25620C1 - Supply Chain Management/Logistics & Distributions Mgmt Cert",['2903022'],1
"A10100 - Associate in Arts, A25120G - Business Administration /General Business Administration, A25370G - Office Management, C25120C10 - Business Administration /Business Foundations Certificate, C25370C1 - Office Management/Basic Office Management Certificate",['2494583'],1
"A25120O - Business Administration /Operations Management, C25120C16 - Business Administration /Project Leadership Certificate, C25120C23 - Business Administration/Operations Leadership Certificate",['2863322'],1
"A10100 - Associate in Arts, A25120G - Business Administration /General Business Administration, C25120C11 - Business Administration/Small Business Operations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert",['2526577'],1
"A25190 - Entertainment Technologies, A25590D - Information Technology/Digital Media Technology, C25590C30 - Information Technology/Audio and Video Editing Certificate, C25590C4 - Information Technology/Digital Media Basics Certificate",['2969065'],1
"A25190 - Entertainment Technologies, A55180 - Criminal Justice Technology, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert",['2993841'],1
"A25200G - Healthcare Management Technology/General Healthcare Mgt Tech, A25310C - Medical Office Administration/Med Billing, Coding, and Audit",['3001883'],1
"A25200G - Healthcare Management Technology/General Healthcare Mgt Tech, A25310C - Medical Office Administration/Med Billing, Coding, and Audit, C25200C1 - Healthcare Management Technology/HC Access Cust Serv Sp Cert, C25200C2 - Healthcare Management Technology/HC Access Financial Sp Cert, C25310C2 - Medical Office Administration/Medical Coding Spec Cert",['1035396'],1
"A25200G - Healthcare Management Technology/General Healthcare Mgt Tech, A25310C - Medical Office Administration/Med Billing, Coding, and Audit, C25310C2 - Medical Office Administration/Medical Coding Spec Cert, C25310C5 - Medical Office Administration/Patient Services Rep Cert, C25310C8 - Medical Office Administration/Adv Coding and Auditing Cert",['658034'],1
"A25200G - Healthcare Management Technology/General Healthcare Mgt Tech, A25590S - Information Technology/Systems Security & Analysis, C25200C1 - Healthcare Management Technology/HC Access Cust Serv Sp Cert, C25200C2 - Healthcare Management Technology/HC Access Financial Sp Cert, C25310C5 - Medical Office Administration/Patient Services Rep Cert",['368304'],1
